epid,country,first_name,last_name,birthdate,gender,eugroup
4555,GB,Daniel,HANNAN,1971-09-01,M,ECR
4538,GB,Malcolm,HARBOUR,1947-02-19,M,ECR
28116,IE,Marian,HARKIN,1953-11-26,F,ALDE
103132,NL,Lucas,HARTONG,1963-05-24,M,Array
1914,DE,Jutta,HAUG,1951-10-08,F,S&D
96752,DE,Martin,HÄUSLING,1961-03-26,M,Verts/ALE
28131,SE,Anna,HEDH,1967-03-18,F,S&D
4516,GB,Roger,HELMER,1944-01-25,M,EFD
28155,HU,Edit,HERCZOG,1961-05-05,F,S&D
22418,ES,Esther,HERRANZ GARCÍA,1969-07-03,F,PPE
28117,IE,Jim,HIGGINS,1945-05-04,M,PPE
28124,SE,Gunnar,HÖKMARK,1952-09-19,M,PPE
5846,GB,Mary,HONEYBALL,1952-11-12,F,S&D
5565,FR,Brice,HORTEFEUX,1958-05-11,M,PPE
2073,GB,Richard,HOWITT,1961-04-05,M,S&D
2338,GB,Ian,HUDGHTON,1951-09-19,M,Verts/ALE
1407,GB,Stephen,HUGHES,1952-08-19,M,S&D
34249,BG,Filiz Hakaeva,HYUSMENOVA,1966-06-10,F,ALDE
28125,SE,Anna,IBRISAGIC,1967-05-23,F,PPE
38605,BG,Iliana Malinova,IOTOVA,1964-10-24,F,S&D
97130,IT,Vincenzo,IOVINE,1955-12-28,M,S&D
28398,ES,Carlos José,ITURGAIZ ANGULO,1965-10-20,M,PPE
96857,RO,Cătălin Sorin,IVAN,1978-12-23,M,S&D
96740,FR,Yannick,JADOT,1967-07-27,M,Verts/ALE
96772,DE,Peter,JAHR,1959-04-24,M,PPE
96806,ES,Teresa,JIMÉNEZ-BECERRIL BARRIO,1961-07-24,F,PPE
96837,DE,Petra,KAMMEREVERT,1966-06-01,F,S&D
28506,GB,Mike,NATTRASS,1945-12-14,M,Array
28295,ES,Antolín,SÁNCHEZ PRESEDO,1955-04-05,M,S&D
114840,CY,Sophocles,SOPHOCLEOUS,1962-08-07,M,S&D
96855,HU,Csanád,SZEGEDI,1982-09-22,M,Array
96958,GB,William (The Earl of),DARTMOUTH,1949-09-23,M,EFD
30475,LT,Justina,VITKAUSKAITE BERNARD,1978-01-11,F,ALDE
112014,GB,Phil,BENNION,1954-10-07,M,ALDE
96674,SE,Anna Maria,CORAZZA BILDT,1963-03-10,F,PPE
37524,BG,Marusya,LYUBCHEVA,1949-07-20,F,S&D
119435,HR,Davor Ivo,STIER,1972-01-06,M,PPE
118999,IT,Franco,FRIGO,1950-08-13,M,S&D
110984,MT,Joseph,CUSCHIERI,1968-02-20,M,S&D
96699,FR,Jean-Paul,BESSET,1946-08-17,M,Verts/ALE
28372,PL,Ryszard,CZARNECKI,1963-01-25,M,ECR
28150,HU,Kinga,GÁL,1970-09-06,F,PPE
103488,ES,Sergio,GUTIÉRREZ PRIETO,1982-07-11,M,S&D
119875,ES,Iñaki,IRAZABALBEITIA FERNÁNDEZ,1957-08-01,M,Verts/ALE
28291,SI,Romana,JORDAN,1966-01-08,F,PPE
38613,BG,Metin,KAZAK,1972-07-29,M,ALDE
96882,AT,Elisabeth,KÖSTINGER,1978-11-22,F,PPE
122404,DK,Claus,LARSEN-JENSEN,1953-05-09,M,S&D
120478,DE,Martina,MICHELS,1955-12-01,F,GUE/NGL
118858,MT,Marlene,MIZZI,1954-12-24,F,S&D
112744,HR,Tonino,PICULA,1961-08-31,M,S&D
28404,IT,Matteo,SALVINI,1973-03-09,M,EFD
96718,CZ,Olga,SEHNALOVÁ,1968-10-25,F,S&D
122317,PL,Tadeusz,ROSS,1938-03-14,M,PPE
118860,MT,Claudette,ABELA BALDACCHINO,1973-02-17,F,S&D
122885,DK,Rina Ronja,KARI,1985-02-15,F,GUE/NGL
28141,HU,Lívia,JÁRÓKA,1974-10-06,F,PPE
96782,PL,Sidonia Elżbieta,JĘDRZEJEWSKA,1975-11-05,F,PPE
4271,DE,Elisabeth,JEGGLE,1947-07-21,F,PPE
4440,DK,Anne,E. JENSEN,1951-08-17,F,ALDE
96748,NL,Cornelis de,JONG,1955-05-22,M,GUE/NGL
28156,DK,Dan,JØRGENSEN,1975-06-12,M,S&D
96884,FR,Philippe,JUVIN,1964-02-01,M,PPE
23691,SI,Jelko,KACIN,1955-11-26,M,ALDE
97014,AT,Karin,KADENBACH,1958-04-19,F,S&D
96771,PL,Jarosław,KALINOWSKI,1962-04-12,M,PPE
96934,LV,Sandra,KALNIETE,1952-12-22,F,PPE
33569,GB,Syed,KAMALL,1967-02-15,M,ECR
23792,PL,Michał Tomasz,KAMIŃSKI,1972-03-28,M,ECR
28481,GB,Sajjad,KARIM,1970-07-11,M,ECR
25919,DE,Martin,KASTLER,1974-06-18,M,PPE
96737,FR,Nicole,KIIL-NIELSEN,1949-08-21,F,Verts/ALE
34231,BG,Evgeni,KIRILOV,1945-01-26,M,S&D
4542,GB,Timothy,KIRKHOPE,1945-04-29,M,ECR
1929,DE,Christa,KLASS,1951-11-07,F,PPE
23413,SI,Mojca,KLEVA KEKUŠ,1976-03-30,F,S&D
28244,DE,Wolf,KLINZ,1941-09-13,M,ALDE
1852,DE,Dieter-Lebrecht,KOCH,1953-01-07,M,PPE
28241,DE,Silvana,KOCH-MEHRIN,1970-11-17,F,ALDE
28331,CZ,Jaromír,KOHLÍČEK,1953-02-23,M,GUE/NGL
96785,PL,Lena,KOLARSKA-BOBIŃSKA,1947-12-03,F,PPE
39319,GR,Maria Eleni,KOPPA,1963-03-01,F,S&D
4260,FI,Eija-Riitta,KORHOLA,1959-06-15,F,PPE
96829,HU,Ádám,KÓSA,1975-07-01,M,PPE
96793,PL,Paweł Robert,KOWAL,1975-07-22,M,ECR
23873,SK,Sergej,KOZLÍK,1950-07-27,M,ALDE
101954,PL,Jan,KOZŁOWSKI,1946-01-01,M,PPE
28247,DE,Holger,KRAHMER,1970-10-16,M,ALDE
4482,GR,Rodi,KRATSA-TSAGAROPOULOU,1953-04-15,F,PPE
1854,DE,Constanze Angela,KREHL,1956-10-14,F,S&D
1935,DE,Wolfgang,KREISSL-DÖRFLER,1950-12-01,M,S&D
96767,DE,Werner,KUHN,1955-05-19,M,PPE
1204,FR,Alain,LAMASSOURE,1944-02-10,M,PPE
4531,GB,Jean,LAMBERT,1950-06-01,F,Verts/ALE
28242,DE,Alexander Graf,LAMBSDORFF,1966-11-05,M,ALDE
23746,LT,Vytautas,LANDSBERGIS,1932-10-18,M,PPE
1909,DE,Bernd,LANGE,1955-11-14,M,S&D
38398,NL,Esther de,LANGE,1975-02-19,F,PPE
1928,DE,Werner,LANGEN,1949-11-27,M,PPE
96816,IT,Giovanni,LA VIA,1963-06-28,M,PPE
96796,PL,Ryszard Antoni,LEGUTKO,1949-12-24,M,ECR
2224,DE,Klaus-Heiner,LEHNE,1957-10-28,M,PPE
28251,AT,Jörg,LEICHTFRIED,1967-06-18,M,S&D
4262,DE,Jo,LEINEN,1948-04-06,M,S&D
97076,FR,Corinne,LEPAGE,1951-05-11,F,ALDE
1023,FR,Jean-Marie,LE PEN,1928-06-20,M,Array
28210,FR,Marine,LE PEN,1968-08-05,F,Array
23768,PL,Bogusław,LIBERADZKI,1948-09-12,M,S&D
28253,AT,Eva,LICHTENBERGER,1954-07-01,F,Verts/ALE
1927,DE,Peter,LIESE,1965-05-20,M,PPE
28182,NL,Kartika Tamara,LIOTARD,1971-06-26,F,GUE/NGL
96788,PL,Krzysztof,LISEK,1967-05-28,M,PPE
96728,DE,Barbara,LOCHBIHLER,1959-05-20,F,Verts/ALE
28399,ES,Antonio,LÓPEZ-ISTÚRIZ WHITE,1970-04-01,M,PPE
4529,GB,Baroness Sarah,LUDFORD,1951-03-14,F,ALDE
96791,PL,Elżbieta Katarzyna,ŁUKACIJEWSKA,1966-11-25,F,PPE
1186,LU,Astrid,LULLING,1929-06-11,F,PPE
2327,GB,Linda,McAVAN,1962-12-02,F,S&D
2173,GB,Arlene,McCARTHY,1960-10-10,F,S&D
96919,GB,Emma,McCLARKIN,1978-10-09,F,ECR
28115,IE,Mairead,McGUINNESS,1959-06-13,F,PPE
1405,GB,Edward,McMILLAN-SCOTT,1949-08-15,M,ALDE
4560,NL,Toine,MANDERS,1956-03-14,M,ALDE
28192,SK,Vladimír,MAŇKA,1959-09-19,M,S&D
1922,DE,Thomas,MANN,1946-01-28,M,PPE
33982,RO,Marian-Jean,MARINESCU,1952-08-11,M,PPE
1403,GB,David,MARTIN,1954-08-26,M,S&D
4238,AT,Hans-Peter,MARTIN,1957-08-11,M,Array
4346,ES,Miguel Angel,MARTÍNEZ MARTÍNEZ,1940-01-30,M,S&D
28338,ES,Antonio,MASIP HIDALGO,1946-05-03,M,S&D
23704,CZ,Jiří,MAŠTÁLKA,1956-01-03,M,GUE/NGL
4412,FR,Véronique,MATHIEU HOUILLON,1955-10-28,F,PPE
95017,RO,Iosif,MATULA,1958-08-23,M,PPE
4275,DE,Hans-Peter,MAYER,1944-05-05,M,PPE
28362,ES,Jaime,MAYOR OREJA,1951-07-12,M,PPE
39916,SI,Zofija,MAZEJ KUKOVIČ,1955-05-14,F,PPE
96817,IT,Erminia,MAZZONI,1965-04-28,F,PPE
96870,DE,Gesine,MEISSNER,1952-02-22,F,ALDE
96742,FR,Jean-Luc,MÉLENCHON,1951-08-19,M,GUE/NGL
96978,PT,Nuno,MELO,1966-03-18,M,PPE
4348,ES,Emilio,MENÉNDEZ del VALLE,1945-06-20,M,S&D
96910,NL,Judith,A. MERKIES,1966-09-28,F,S&D
28407,ES,Willy,MEYER,1952-08-19,M,GUE/NGL
96670,BE,Louis,MICHEL,1947-09-02,M,ALDE
28178,SK,Miroslav,MIKOLÁŠIK,1952-09-11,M,PPE
28400,ES,Francisco José,MILLÁN MON,1955-03-08,M,PPE
28112,IE,Gay,MITCHELL,1951-12-30,M,PPE
4519,GB,Claude,MORAES,1965-10-22,M,S&D
96930,PT,Vital,MOREIRA,1944-11-08,M,S&D
38596,FR,Elisabeth,MORIN-CHARTIER,1947-10-10,F,PPE
96661,HU,Krisztina,MORVAI,1963-06-22,F,Array
1965,NL,Jan,MULDER,1943-10-03,M,ALDE
1073,IT,Cristiana,MUSCARDINI,1948-11-06,F,ECR
5537,ES,Juan Andrés,NARANJO ESCOBAR,1952-01-04,M,PPE
96653,SK,Katarína,NEVEĎALOVÁ,1982-11-10,F,S&D
1394,GB,Bill,NEWTON DUNN,1941-10-03,M,ALDE
1946,BE,Annemie,NEYTS-UYTTEBROECK,1944-06-17,F,ALDE
1318,GB,James,NICHOLSON,1945-01-29,M,ECR
39714,RO,Rareş-Lucian,NICULESCU,1976-08-29,M,PPE
4289,DE,Angelika,NIEBLER,1963-02-18,F,PPE
28165,NL,Lambert van,NISTELROOIJ,1953-03-05,M,PPE
96794,PL,Sławomir,NITRAS,1973-04-26,M,PPE
96981,AT,Franz,OBERMAYR,1952-05-25,M,Array
4328,ES,Raimon,OBIOLS,1940-08-05,M,S&D
97230,EE,Kristiina,OJULAND,1966-12-17,F,ALDE
1122,NL,Ria,OOMEN-RUIJTEN,1950-09-06,F,PPE
23819,HU,Csaba,ŐRY,1952-05-12,M,PPE
23705,CZ,Miroslav,OUZKÝ,1958-08-18,M,ECR
26829,EE,Siiri,OVIIR,1947-11-03,F,ALDE
1191,DE,Doris,PACK,1942-03-18,F,PPE
97025,EE,Ivari,PADAR,1965-03-12,M,S&D
96694,LT,Rolandas,PAKSAS,1956-06-10,M,EFD
28279,LT,Justas Vincas,PALECKIS,1942-01-01,M,S&D
97197,IT,Alfredo,PALLONE,1947-09-13,M,PPE
38602,BG,Vladko Todorov,PANAYOTOV,1950-05-07,M,ALDE
28365,IT,Pier Antonio,PANZERI,1955-06-06,M,S&D
28572,GR,Georgios,PAPASTAMKOS,1955-03-05,M,PPE
96948,FR,Gilles,PARGNEAUX,1957-03-24,M,S&D
96654,SK,Jaroslav,PAŠKA,1954-06-20,M,EFD
96902,PT,Maria do Céu,PATRÃO NEVES,1959-04-26,F,PPE
36392,IT,Aldo,PATRICIELLO,1957-09-27,M,PPE
4270,SE,Marit,PAULSEN,1939-11-24,F,ALDE
23693,SI,Alojz,PETERLE,1948-07-05,M,PPE
28341,PL,Mirosław,PIOTROWSKI,1966-01-09,M,ECR
2307,AT,Hubert,PIRKER,1948-10-03,M,PPE
4436,IT,Gianni,PITTELLA,1958-11-19,M,S&D
39317,GR,Anni,PODIMATA,1962-10-08,F,S&D
2229,DE,Bernd,POSSELT,1956-06-04,M,PPE
1253,DE,Hans-Gert,PÖTTERING,1945-09-15,M,PPE
28370,IT,Vittorio,PRODI,1937-05-19,M,S&D
23782,PL,Jacek,PROTASIEWICZ,1967-06-05,M,PPE
96994,IT,Fiorello,PROVERA,1946-03-31,M,EFD
1055,DE,Godelieve,QUISTHOUDT-ROWOHL,1947-06-18,F,PPE
23706,CZ,Miloslav,RANSDORF,1953-02-15,M,GUE/NGL
1906,DE,Bernhard,RAPKAY,1951-01-08,M,S&D
28330,CZ,Vladimír,REMEK,1948-09-26,M,GUE/NGL
28225,DE,Herbert,REUL,1952-08-31,M,PPE
28349,ES,Teresa,RIERA MADURELL,1950-10-13,F,S&D
4253,BE,Frédérique,RIES,1959-05-14,F,ALDE
96743,FR,Michèle,RIVASI,1953-02-09,F,Verts/ALE
97199,IT,Crescenzio,RIVELLINI,1955-07-09,M,PPE
93624,DE,Ulrike,RODUST,1949-06-04,F,S&D
28352,CZ,Zuzana,ROITHOVÁ,1953-01-30,F,PPE
96990,ES,Carmen,ROMERO LÓPEZ,1946-11-15,F,S&D
28409,ES,Raül,ROMEVA i RUEDA,1971-03-12,M,Verts/ALE
96664,DK,Anna,ROSBACH,1947-02-02,F,ECR
97196,IT,Oreste,ROSSI,1964-03-24,M,PPE
1183,DE,Dagmar,ROTH-BEHRENDT,1953-02-21,F,S&D
23707,CZ,Libor,ROUČEK,1954-09-04,M,S&D
2278,AT,Paul,RÜBIG,1953-05-06,M,PPE
96988,LV,Alfreds,RUBIKS,1935-09-24,M,GUE/NGL
4294,DE,Heide,RÜHLE,1948-11-05,F,Verts/ALE
4345,FR,Tokia,SAÏFI,1959-07-11,F,PPE
2002,ES,José Ignacio,SALAFRANCA SÁNCHEZ-NEYRA,1955-05-31,M,PPE
33989,RO,Daciana Octavia,SÂRBU,1977-01-15,F,S&D
4423,IT,Amalia,SARTORI,1947-08-02,F,PPE
28297,PL,Jacek,SARYUSZ-WOLSKI,1948-09-19,M,PPE
96864,IT,David-Maria,SASSOLI,1956-05-30,M,S&D
37312,DK,Christel,SCHALDEMOSE,1967-08-04,F,S&D
28139,SE,Carl,SCHLYTER,1968-01-07,M,Verts/ALE
4274,SE,Olle,SCHMIDT,1949-07-22,M,ALDE
1930,DE,Horst,SCHNELLHARDT,1946-05-12,M,PPE
96646,DE,Helmut,SCHOLZ,1954-06-21,M,GUE/NGL
28135,HU,György,SCHÖPFLIN,1939-11-24,M,PPE
1933,DE,Elisabeth,SCHROEDTER,1959-03-11,F,Verts/ALE
1911,DE,Martin,SCHULZ,1955-12-20,M,S&D
28223,DE,Andreas,SCHWAB,1973-04-09,M,PPE
96996,IT,Giancarlo,SCOTTÀ,1953-04-11,M,EFD
28252,AT,Richard,SEEBER,1962-01-15,M,PPE
96789,PL,Joanna,SENYSZYN,1949-02-01,F,S&D
33990,RO,Adrian,SEVERIN,1954-03-28,M,Array
23787,PL,Czesław Adam,SIEKIERSKI,1952-10-08,M,PPE
96755,IT,Sergio Paolo Francesco,SILVESTRIS,1973-12-22,M,PPE
1309,GB,Brian,SIMPSON,1953-02-06,M,S&D
96960,GB,Nicole,SINCLAIRE,1968-07-26,F,Array
96932,DE,Birgit,SIPPEL,1960-01-29,F,S&D
28380,PL,Marek,SIWIEC,1955-03-13,M,S&D
2081,GB,Peter,SKINNER,1959-06-01,M,S&D
28508,GB,Alyn,SMITH,1973-09-15,M,Verts/ALE
39724,RO,Csaba,SÓGOR,1964-05-12,M,PPE
4282,DE,Renate,SOMMER,1958-09-10,F,PPE
37676,DK,Søren Bo,SØNDERGAARD,1955-08-16,M,GUE/NGL
28299,PL,Bogusław,SONIK,1953-12-03,M,PPE
97170,ES,Francisco,SOSA WAGNER,1946-06-10,M,Array
997,IT,Francesco Enrico,SPERONI,1946-10-04,M,EFD
4751,BE,Bart,STAES,1958-08-07,M,Verts/ALE
96905,NL,Laurence,J.A.J. STASSEN,1971-02-08,F,Array
28170,SK,Peter,ŠŤASTNÝ,1956-09-18,M,PPE
4546,GB,Struan,STEVENSON,1948-04-04,M,ECR
4545,GB,Catherine,STIHLER,1973-07-30,F,S&D
96946,NL,Daniël van der,STOEP,1980-09-12,M,Array
34254,BG,Dimitar,STOYANOV,1983-05-17,M,Array
2037,GB,Robert,STURDY,1944-06-22,M,ECR
23820,HU,László,SURJÁN,1941-09-07,M,PPE
2295,AT,Hannes,SWOBODA,1946-11-10,M,S&D
23821,HU,József,SZÁJER,1961-09-07,M,PPE
28358,PL,Konrad,SZYMAŃSKI,1969-12-06,M,ECR
23808,HU,Csaba Sándor,TABAJDI,1952-06-26,M,S&D
28316,FI,Hannu,TAKKULA,1963-11-20,M,ALDE
4521,GB,Charles,TANNOCK,1957-09-25,M,ECR
29579,BE,Marc,TARABELLA,1963-03-11,M,S&D
1945,IT,Salvatore,TATARELLA,1947-10-11,M,PPE
96821,PT,Rui,TAVARES,1972-07-29,M,Verts/ALE
102931,GB,Keith,TAYLOR,1953-08-01,M,Verts/ALE
107385,FI,Sampo,TERHO,1977-09-20,M,EFD
25704,CY,Eleni,THEOCHAROUS,1953-06-24,F,PPE
28153,DK,Britta,THOMSEN,1954-01-23,F,S&D
1832,BE,Marianne,THYSSEN,1956-07-24,F,PPE
36281,RO,Silvia-Adriana,ŢICĂU,1970-11-14,F,S&D
28340,IT,Patrizia,TOIA,1950-03-17,F,S&D
39726,RO,László,TŐKÉS,1952-04-01,M,PPE
96697,LT,Valdemar,TOMAŠEVSKI,1965-03-03,M,ECR
96713,CZ,Evžen,TOŠENOVSKÝ,1956-02-26,M,ECR
28584,GR,Georgios,TOUSSAS,1954-09-08,M,GUE/NGL
1129,FR,Catherine,TRAUTMANN,1951-01-15,F,S&D
110987,IT,Gino,TREMATERRA,1940-09-03,M,PPE
97203,ES,Ramon,TREMOSA i BALCELLS,1965-06-30,M,ALDE
28514,CY,Kyriacos,TRIANTAPHYLLIDES,1944-09-03,M,GUE/NGL
28240,DE,Helga,TRÜPEL,1958-07-21,F,Verts/ALE
96773,PL,Rafał,TRZASKOWSKI,1972-01-17,M,PPE
96898,GR,Ioannis,A. TSOUKALAS,1941-07-03,M,PPE
4432,LU,Claude,TURMES,1960-11-26,M,Verts/ALE
96672,SE,Marita,ULVSKOG,1951-09-04,F,S&D
96835,RO,Traian,UNGUREANU,1958-03-01,M,PPE
38601,BG,Vladimir,URUTCHEV,1954-10-01,M,PPE
96845,RO,Corneliu,VADIM TUDOR,1949-11-28,M,Array
28617,LV,Inese,VAIDERE,1952-09-03,F,PPE
37324,RO,Adina-Ioana,VĂLEAN,1968-02-16,F,ALDE
5729,BE,Kathleen,VAN BREMPT,1969-11-18,F,S&D
1956,BE,Frank,VANHECKE,1959-05-30,M,EFD
4513,GB,Geoffrey,VAN ORDEN,1945-04-10,M,ECR
4398,IT,Gianni,VATTIMO,1936-01-04,M,ALDE
4308,ES,Alejo,VIDAL-QUADRAS,1945-05-20,M,PPE
2212,FR,Philippe de,VILLIERS,1949-03-25,M,EFD
28323,CZ,Oldřich,VLASÁK,1955-11-26,M,ECR
5737,FR,Dominique,VLASTO,1946-08-14,F,PPE
96761,DE,Axel,VOSS,1963-04-07,M,PPE
2155,GB,Sir Graham,WATSON,1956-03-23,M,ALDE
2319,FR,Henri,WEBER,1944-06-24,M,S&D
28229,DE,Manfred,WEBER,1972-07-14,M,PPE
39713,RO,Renate,WEBER,1955-08-03,F,ALDE
1907,DE,Barbara,WEILER,1946-09-17,F,S&D
97016,AT,Angelika,WERTHMANN,1963-11-07,F,ALDE
28130,SE,Åsa,WESTLUND,1976-05-19,F,S&D
2323,DE,Rainer,WIELAND,1957-02-19,M,PPE
96677,SE,Cecilia,WIKSTRÖM,1965-10-17,F,ALDE
35743,GB,Glenis,WILLMOTT,1951-03-04,F,S&D
23784,PL,Janusz,WOJCIECHOWSKI,1954-12-06,M,ECR
28167,NL,Corien,WORTMANN-KOOL,1959-06-27,F,PPE
28278,ES,Luis,YÁÑEZ-BARNUEVO GARCÍA,1943-04-12,M,S&D
23894,SK,Anna,ZÁBORSKÁ,1948-06-07,F,PPE
23712,CZ,Jan,ZAHRADIL,1963-03-20,M,ECR
96778,PL,Artur,ZASADA,1969-06-05,M,ECR
28619,LV,Tatjana,ŽDANOKA,1950-05-08,F,Verts/ALE
96762,DE,Joachim,ZELLER,1952-07-01,M,PPE
96784,PL,Janusz Władysław,ZEMKE,1949-02-24,M,S&D
28615,LV,Roberts,ZĪLE,1958-06-20,M,ECR
28248,DE,Gabriele,ZIMMER,1955-05-07,F,GUE/NGL
28301,PL,Tadeusz,ZWIEFKA,1954-12-28,M,PPE
72775,FR,Rachida,DATI,1965-11-27,F,PPE
28215,FR,Jacky,HÉNIN,1960-11-12,M,GUE/NGL
111011,GB,Anthea,McINTYRE,1954-06-29,F,ECR
28224,DE,Markus,PIEPER,1963-05-15,M,PPE
111033,LV,Kārlis,ŠADURSKIS,1959-10-11,M,PPE
97308,EE,Vilja,SAVISAAR-TOOMAST,1962-08-15,F,ALDE
96824,RO,Monica Luisa,MACOVEI,1959-02-04,F,PPE
58758,IT,Elisabetta,GARDINI,1956-06-03,F,PPE
97017,AT,Ulrike,LUNACEK,1957-05-26,F,Verts/ALE
1059,DE,Hiltrud,BREYER,1957-08-22,F,Verts/ALE
23805,HU,Zita,GURMAI,1965-06-01,F,S&D
96728,DE,Barbara,LOCHBIHLER,1959-05-20,F,Verts/ALE
112748,HR,Biljana,BORZAN,1971-11-29,F,S&D
107973,FI,Tarja,CRONBERG,1943-06-29,F,Verts/ALE
119438,HR,Zdravka,BUŠIĆ,1950-09-06,F,PPE
112755,HR,Andrej,PLENKOVIĆ,1970-04-08,M,PPE
119434,HR,Dubravka,ŠUICA,1957-05-20,F,PPE
119431,HR,Ruža,TOMAŠIĆ,1958-05-10,F,ECR
112760,HR,Nikola,VULJANIĆ,1949-06-25,M,GUE/NGL
28390,ES,Pilar del,CASTILLO VERA,1952-07-31,F,PPE
96987,ES,Ricardo,CORTÉS LASTRA,1969-09-23,M,S&D
107041,AT,Heinz,K. BECKER,1950-06-29,M,PPE
96842,DE,Ismail,ERTUG,1975-12-05,M,S&D
96818,IT,Salvatore,IACOLINO,1963-11-18,M,PPE
96781,PL,Danuta,JAZŁOWIECKA,1957-05-19,F,PPE
96823,RO,Petru Constantin,LUHAN,1977-03-19,M,PPE
118859,MT,Roberta,METSOLA,1979-01-18,F,PPE
96890,IT,Mario,PIRILLO,1945-09-11,M,S&D
28300,PL,Zbigniew,ZALESKI,1947-04-29,M,PPE
